pair_idx	answer_text	answer_text_idx	date	gender	match_id	opponent	player	question_text	question_text_idx	ranking	result	stage	tournament	tournament_type
298_2	I'm not sure. You should know better than I do. But yeah, I mean, as far as I remember, it's usually 80% full, I'd say, depending on what time of the day you play and what has gone on during that day. But I'm lucky enough to be put on prime time most of the time so people come out and watch me play often. I do appreciate that, because I must say it's much easier getting excited and motivated for matches like this than being put on court 3, you know, at 12:00 during the daytime when there is nobody going to come out because everybody's working. So I appreciate that, and it's definitely keeping me on the tour longer. There's not a doubt about that.	298_2.a	2015-02-23	M	298	Mikhail Youzhny	Roger Federer	This is the first time there were fans in the upper grandstands since the beginning of the women's week. Do you get full houses in first rounds everywhere you go, or is it special?	298_2.q	2.0	1	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS	ATP500
298_3	You see, that's okay. That's okay.	298_3.a	2015-02-23	M	298	Mikhail Youzhny	Roger Federer	Talking about playing on court 3, tomorrow you're on Court 1.	298_3.q	2.0	1	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS	ATP500
298_4	I hope so. I don't know. When I do play doubles, I'm excited about it. Michael Lammer is one of the guys, some of my best friends, was one of best friends on tour and in my life, and he's a guy I have never played doubles with. So I really want to do that before he retires because he's not far off. And we won the Davis Cup last year. I have played doubles with Marco, with Yves, with Stan, with most of those guys but never with Michael other than back in the Junior Swiss Championships when we were 14, 16, 18. So we go way back. That's why we are both excited about it, and I'm very thankful for the wildcard from the tournament organizers.	298_4.a	2015-02-23	M	298	Mikhail Youzhny	Roger Federer	I imagine there will be a big crowd for that.	298_4.q	2.0	1	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS	ATP500
298_5	A bit of both, you know. I like being on the beach. I like being in the gym and on the practice courts and I like being on the match courts. I like everything of it. I think it's important to get the right mix of things. I was going to take a big break regardless of how actually Australia was going to go because the body needed some healing and the mind needed some refreshing. I needed to think about the game plan and the tournament plan I was going to do in the next few months and next year or so. I mean, pretty much I know everything till, Jesus, summer of '16. So from that standpoint, it was good to have that break. It wasn't a buildup as such where the focus was only on fitness. It was important to play enough tennis, and it's nice getting back out there and having thousands root for you and for your opponent, because you can only practice that much after a while without anybody watching you. It just gets a bit boring after a while. So I prefer to play matches after all.	298_5.a	2015-02-23	M	298	Mikhail Youzhny	Roger Federer	When you have had a little bit more of an extended break than maybe you had planned on or hoped, when you get back there, do you feel like it's great to be here again? Have you missed the actual matches?	298_5.q	2.0	1	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS	ATP500
298_6	No, it wasn't a difficult decision. I have played for so long, and I think by winning it I can finally do whatever I please, to be quite honest. It's been a big burden for me throughout my career and one of the things that have caused more difficulties in my life than many other things, I must say, because I always feel there is so much guilt put on you from the Federation or from the ITF more so than anybody else. So I'm happy I was able to finally tick that off and do it altogether. I mean, I didn't do it just for that. I totally did it for the boys more than for me, to be quite honest. I just really wanted Michael and Marco and Stan to get it because they deserve it. So for me this year it was very clear that I was not going to play anymore after this win, but I have to see how things go. I hope that Stan is going to play, you know, next round or September or whatever it's going to be to keep us in the World Group. Who knows? You never know if they can win it without us, as well. It's an opportunity, but clearly we are not the favorites now playing against Belgium. But I'm sorry for the team because the team is pretty much intact from the staff and from captain and everybody. They are all some of my best friends, so that was the tougher part of it, less the tennis itself.	298_6.a	2015-02-23	M	298	Mikhail Youzhny	Roger Federer	Davis Cup, you mentioned just now, was it a difficult decision not to defend the title by playing the first round? What do you think the chances are of staying in the World Group? Will you play in September?	298_6.q	2.0	1	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS	ATP500
298_7	No, I said I didn't I didn't say that. I don't think I can, actually, as you know. It's always those silly things.	298_7.a	2015-02-23	M	298	Mikhail Youzhny	Roger Federer	So just to be correct, you have now retired from Davis Cup?	298_7.q	2.0	1	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS	ATP500
1784_0	Yeah, not just on grass. Yeah, I mean, for me, my serve, especially my first serve, is one of the best parts of my game, you know, winning over 80% of the points when it's going in. Obviously served a lot of aces today, as well. Yeah, something that I've worked on a lot and is helping me out in the matches.	1784_0.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Xavier came in saying how impressed he was with your serve. Do you feel it's really evolving as a real weapon on grass?	1784_0.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_1	I'm not quite hitting it his speed yet. But, no, I mean, it's getting there. You know, hopefully the next couple years it will get a bit stronger, you know, get the strength in my shoulder to maintain it over five sets so that, you know, I can keep it going for, you know, the whole way through tournaments. You know, right now I've never had to play sort of six, seven matches in a row. But, uhm, yeah, it's working well so far.	1784_1.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	16 aces, 136 miles an hour. Looks like Andy Roddick, never mind Andy Murray.	1784_1.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_2	Well, I mean, he's really a tough player. You know, he's solid off both sides. Serves well. Volleys good. You know, moves good. You know, he doesn't have too many weaknesses. That's obviously going to be tricky. But, you know, if I serve like I did my first couple of matches, you know, and put as many returns in the court as I did, then I'm going to have chances to break serve, put a lot of pressure on him. But it's going to be a difficult match, no question.	1784_2.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	What different threat does Tommy Haas present?	1784_2.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_3	Yeah, I didn't play particularly well after the first set in that match. I lost my concentration a bit early on in the second. But, yeah, I played him twice in Indian Wells, both long three-set matches. I mean, yeah, he played well that day. You know, against someone that's as solid as him you've got to stay focused the whole match, and that's going to be one of the keys.	1784_3.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	What do you remember when he beat you in Indian Wells this year?	1784_3.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_4	Yeah, you know, I don't think he played his best match today. But there were stages in the match where he can hit some great shots, and you have to make sure you don't let him get back in the really important game at 3-2 in the third set. You know, we had some breakpoints. He had some good passing shots. You need to make sure that you don't let someone that is sort of streaky get into a match like that and take a lot of confidence from managing to keep my cool and serve big in the important moments. I feel very confident winning two matches in straight sets. Can't start much better.	1784_4.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	How much confidence can you take from beating sort of a decent player quite so comprehensively in the second round of a slam?	1784_4.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_5	After a match point? Well, I mean, the umpire kind of messed up a little bit. He thought that Xavier was saying that he didn't -- sorry, he wasn't ready to return, so therefore was putting his hand up to say, I'm not ready, sorry. And, you know, me and him obviously knew that he was challenging me. Me and Xavier knew he was calling the call. The umpire didn't quite understand what was going on. Yeah, he told him what happened. But, yeah, that's probably the first time I had to play football. I had no idea what was going on. It seemed like it was so long I was just waiting on the court for.	1784_5.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Have you ever played football after a match point?	1784_5.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_6	I don't really have a record. I do a few little skills to trapping up my shoulder, behind my neck, catching it in my pocket. I don't really go further than that.	1784_6.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	What is your keepy-uppy record, Andy?	1784_6.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_7	I mean, the conditions for me, I probably feel like it watching, but it was quite swirly, the wind on the court. Therefore, I miss-hit a couple of groundstrokes that I might not normally miss-hit. I mean, I thought, yeah, so far it's been good. Serve's good. Return's good. Moving well. You know, the more matches you play you're going to get more confidence in all of your shots. Yeah, it's been good so far.	1784_7.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	After two games, is your game where you want it to be? It looks very positive. Is there anything that you're a little bit concerned about? Was everything pretty much what you'd expect at that stage?	1784_7.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_8	No, I felt good on the court. You know, before the matches, you know, you get the butterflies and the excitement. But, like I said, when you actually get out on the court, play the first few games, I've obviously started both matches well, got early breaks. You know, that obviously helps calm you down. Once I got the break in the first set, I obviously didn't let him back into the match.	1784_8.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	You look incredibly relaxed. Haven't seemed stressed at any stage, unless I'm misreading it.	1784_8.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_9	The day before my first match I actually got locked out of my apartment, had no keys to get in. Struggled to get back that day. But apart from that, yeah, it's been fine.	1784_9.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	When you've been leaving Wimbledon in the evenings, are you finding it easy to switch off?	1784_9.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_10	I didn't lose keys. My girlfriend took a set, and my friend. I think he was over there. I don't know where he's gone now. He took a set. Yeah, they were both -- they weren't at the tennis. They were in central London. So, yeah, I had no keys to get in.	1784_10.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	What was the reason for that? Obviously you lost your keys, but why?	1784_10.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_11	I kind of read the situation early and I decided to stay here and I made a couple of calls. I was here for probably about an hour and a half extra than I would have liked to have been.	1784_11.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	How long did you get stuck out there for?	1784_11.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_12	The cap?	1784_12.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	You were wearing the cap. I have to ask. Is the cap still around?	1784_12.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_13	I don't remember wearing a Scottish cap.	1784_13.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	The Scottish cap.	1784_13.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_14	What was the question?	1784_14.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	White stripe on it.	1784_14.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_15	Like I said, I obviously get my clothes from Fred Perry. I don't make the clothes. If they give me any cap... The ones I have in my bag are the plain white ones with no design, the same color. Looks like there's kind of a cross on it. I don't think it was a Scottish thing.	1784_15.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	I've lost track myself. Is the hat in a bag somewhere? Is it a lucky thing?	1784_15.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_16	Yeah. I mean, to win your first two matches in straight sets, you know, is obviously what you want to do. There's a couple of things I could have done. Neither of the matches were completely perfect. There were some things I could have done a bit better. I mean, for the start of a slam, to be through pretty comfortably is what you want to do. You know, I've not used up too much energy. You know, I'll be fresh for my next match.	1784_16.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Would you say it's been a perfect start to Wimbledon for you?	1784_16.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_17	Maggie.	1784_17.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	You said you take your dog out for a walk. What is the dog's name?	1784_17.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_18	12 weeks.	1784_18.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	How old is she?	1784_18.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_19	No, I didn't get the dog just for that (smiling). I've always loved dogs, but never really had the chance to sort of have my own one. Now I'm in a position where I'm able to do that. Yeah, I'm enjoying it.	1784_19.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Is that just something to relax, take your mind off tennis?	1784_19.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_20	Border terrier. I prefer big dogs, but I couldn't -- a bit hard to sort of take a big dog around with you.	1784_20.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	What breed is it?	1784_20.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_21	It did a couple years ago 'cause I think that's really when it all sort of started. Obviously Tim and Greg were around, were coming towards the end of their careers. It's almost a good thing I sort of learnt to get used to it when they're still around. Now I'm obviously a bit more used to it, got a bit more experience with everything. This year for me hasn't been that difficult in comparison to previous years.	1784_21.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Four or five years ago when nobody knew who you were you would have followed this tournament, seen Tim the center of all the attention. Does it seem funny now for you to be in that role?	1784_21.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_22	It's not so much the expectations, it's more the dealing with the sort of media requirements and obviously a lot of people, you know, wanting different things from you around this time. I've just kind of learnt to sort of say no, I guess. When I first sort of came to Wimbledon and was playing I was agreeing to do everything, kind of tiring myself out that way. I got much more sort of relaxed off the court now, which helps.	1784_22.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	So you're managing the high expectations better than in previous visits here?	1784_22.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_23	Yeah, it was nice. Obviously the match against Santoro, towards the end of the third set, the atmosphere started to get better and better. I think -- I mean, the crowd support has obviously been very good. I guess it's difficult for them to kind of get really into a match when it's very one-sided. But, yeah, I think it was obviously really nice at the end. I took my time. Obviously played a good game to finish with, so it helped.	1784_23.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	The crowds have been quite calm until that moment as you started to serve for the final game. Really a moving applause for you. How did that feel?	1784_23.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_24	Definitely, yeah.	1784_24.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	If you can get back into your apartment tonight, will you watch the Spain-Russia game?	1784_24.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_25	Yeah, I have been. I watched -- I had some money on Germany last night. A little bit tense towards the end of that match. But, yeah, I'll be watching most of the competition.	1784_25.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Have you been following the tournament?	1784_25.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_26	I said at the start of the tournament I thought Germany was going to win, so hopefully Germany.	1784_26.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Are you shouting for anybody in particular?	1784_26.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_27	Yeah, I bet on myself to win Wimbledon this year (smiling). No, no, I don't think you can.	1784_27.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Is a player allowed to back himself in tennis? Can a player have a bet on himself?	1784_27.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_28	I guess you could in theory say to your opponent, Here is 20 grand. Lose the match to me.	1784_28.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Seems silly. You're not going to throw a game if you back yourself.	1784_28.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_29	Yeah.	1784_29.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	So the answer is no?	1784_29.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
1784_30	I don't know if she watches my matches or not. Maggie Mae is one of my favorite songs from Rod Stewart is kind of the reason.	1784_30.a	2008-06-26	M	1784	Xavier Malisse	Andy Murray	Any particular reason for the name Maggie, and does she watch your matches?	1784_30.q	11.0	1	2nd Round	WIMBLEDON	Grand Slam
5668_0	Yeah, that means a lot to win today. Yeah, being she's obviously 18th seed, like you said. I'm outside 100. Haven't been pushing the later stages of Grand Slams for a while. Yeah, it means a lot. I certainly believe that I can win those matches and I've done the work. It's always a matter of going out and executing. Yeah, but I was able to do that today. Yeah, that means a lot. So pretty stoked.	5668_0.a	2014-01-15	F	5668	nan	Casey Dellacqua	That was a big win over the 18th seed. Where does that rank in your victories?	5668_0.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_1	Yeah, probably with where I'm at in my career, you know, it's probably, yeah, up there with one of the best wins. I know she made the fourth round here last year. Yeah, I guess in terms of my career, where I've come, like my second career I kind of call it in a way, it's probably definitely the best career win for me in that sense since my injuries and stuff for sure.	5668_1.a	2014-01-15	F	5668	nan	Casey Dellacqua	Does that rate high in terms of your best wins?	5668_1.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_2	Yeah, I think I just played a really good match today. I had a pretty clear understanding of what I needed to do to win today. I didn't think it would be probably the scoreline it was, but it didn't feel like that out there. It never feels easy. It doesn't matter who you play. But in saying that, I felt like I played great. I served really well. Since I knew I was playing Kirsten, I had practiced a lot of slice with my coach. That's all we did for a couple days. So I was very, very wellprepared. When I walked on court, I knew I had done what I could. But, yeah, again, it's always easy to say that, different to execute, but I was happy that I was able to execute today.	5668_2.a	2014-01-15	F	5668	nan	Casey Dellacqua	What about the dominant nature in the scoreline?	5668_2.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_3	Yeah, I guess in the second set there even at 1Love, I went up 2Love, you know, those are the important games when you win the first set to just kind of knuckle down, try and get on top as quickly as I can. I knew she couldn't hurt me off the backhand side. It was just a matter of me keep going back in there, just be patient and work the point as best I could, try and be aggressive when I had the chance. But, uhm, yeah, it was good.	5668_3.a	2014-01-15	F	5668	nan	Casey Dellacqua	Was there a moment where you knew you had broken her spirit?	5668_3.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_4	Yeah, I feel good. The schedule's worked well for me. I played Monday. It wasn't overly hot. Yesterday I had an early hit, had the whole day to relax. Tomorrow will be great. I'll be able to have a bit of a hit out with Ash out in the doubles. Yeah, that will be fun. I feel good. Who knows how far I can go. I know it's clich, but you do take it one match at a time. For me, I look at it as another opportunity, another match for me to do really well and work on the things that I've been doing really well at. If that's a win, great. If not, I'll be still really proud of what I've done, just keep working hard. But, yeah, I don't know. Hopefully I can keep going. Body feels good, so...	5668_4.a	2014-01-15	F	5668	nan	Casey Dellacqua	How far can you go? How is the body feeling?	5668_4.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_5	Yeah, I do. But I thought Friday is cooler.	5668_5.a	2014-01-15	F	5668	nan	Casey Dellacqua	You say you like playing in the heat. Are you seriously telling us you're looking forward to playing on Friday?	5668_5.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_6	Oh, okay (smiling). Well, today I honestly didn't feel like it was that bad. Hisense, once the shadow came over, it was pretty covered. I didn't think the sun was beaming on us. I think today was pretty perfect conditions, to be honest. It was a little bit humid. I've certainly played in worse conditions around the world. Yeah, I don't mind it. My body feels great when it's warm. I really struggle a bit more probably in cooler conditions just to get the body going. I don't mind the heat. Obviously there's a point where you have to be sensible. If it gets too hot, it is dangerous. Today it was fine out there.	5668_6.a	2014-01-15	F	5668	nan	Casey Dellacqua	No.	5668_6.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_7	Yeah, that's probably quite dangerous, I would think (laughter). If it gets to that point, the sun's beaming down, there's so many different factors we've all heard. There's a lot of discretion in what is not. Certainly if the sun's beaming, it's pretty warm temperatures. If it's 44, yeah, I wouldn't mind, but I don't know.	5668_7.a	2014-01-15	F	5668	nan	Casey Dellacqua	What point is that? It's going to be 44 tomorrow.	5668_7.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_8	I actually feel like I'm playing better, to be honest with you. In terms of how I'm hitting the ball, physically I'm feeling a lot better out on the court, moving a lot better. In that respect definitely better. Hitting the ball probably better. Yeah, probably better in this part of my career. Also, you know, maturity, growing up, getting through those tough years. All that happens. Everyone's got their journey. For me, that was that career. Then I had a couple of surgeries. The last couple years I worked hard to get back. Yeah, I certainly do feel like I'm playing some of the best tennis I ever played before, so it feels good.	5668_8.a	2014-01-15	F	5668	nan	Casey Dellacqua	Do you feel like you're playing as well as your first career?	5668_8.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_9	That was all a blur for me. I don't know how to explain it. I feel like now I'm a bit more in control of my emotions, maybe what's going on, understanding why I'm winning matches, where I'm at. I'm really excited. But, yeah, I also look forward to another opportunity to play and to win the next round. I think you're such a different person when you're 22 to when you're 28. Yeah, I mean, I know I've beaten a quality opponent now. I do believe I can continue to beat players like that. If it's here at the Australian Open, that would be great. But I'll definitely be having a good crack on Friday to continue this run here and hopefully keep that going.	5668_9.a	2014-01-15	F	5668	nan	Casey Dellacqua	You beat two top20 players in 2008. Do you feel that same kind of adrenaline kicking in?	5668_9.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_10	Yeah, awesome. Can tick that goal off. That was my goal, to be top 100. I can set my year a bit more, plan my year a bit more, knowing I'll be in the French Open, Wimbledon off my own ranking. You can schedule around the Grand Slams. That was my first goal. I'll probably sit down with my coach Stinger and set some other goals to achieve. But I'm not finished here at the Australian Open yet. I'm obviously excited to play again on Friday. Have doubles with Ash. Have mixed as well. I've still got a lot of tennis ahead of me. I'm really stoked with how things are going so far.	5668_10.a	2014-01-15	F	5668	nan	Casey Dellacqua	You said you want to get in the top 100. You'll be in the top 100 win or lose. That's a goal?	5668_10.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_11	Yeah, I think, you know, I certainly have belief that I can beat those players that I've beaten so far, the two girls that I have just beaten. Yeah, so, you know, I don't know if I've exceeded my expectations, but I certainly feel like I've given myself every opportunity to win. That's what I've been able to do. Yeah, I'm really excited. I guess I'm just really proud that I've put the work in, the hard work's paying off. Hopefully that will continue, yeah, get another win on Friday. But, yeah, we'll see.	5668_11.a	2014-01-15	F	5668	nan	Casey Dellacqua	Heading into your thirdround clash, would you say you exceeded your expectations of your running in this tournament?	5668_11.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
5668_12	I know it's the winner of Madison Keys and Jie Zheng. I played Madison here last year. I know quite a bit about Madison. I know quite a bit about Jie Zheng. Whoever wins that match, they're two different players. It will be tough. Every match at the Australian Open is tough. Doesn't matter who it is, where it is. I love playing here in Australia. The crowd out there today were awesome. Hisense Arena for me was awesome. The crowd really got behind me. I love that. Hopefully that works in my favor on Friday, as well.	5668_12.a	2014-01-15	F	5668	nan	Casey Dellacqua	Have you looked ahead of Friday?	5668_12.q	120.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
250_0	I absolutely do want to play and I'll do everything I can to be ready to play. I want to be as close to 100% as possible. So that's my goal.	250_0.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	When you say you're still focused and want to play, think about the next match, do you really think you'll be able to play next week in Beijing?	250_0.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_1	By the time I'm on the court, I've blocked it out if I've decided I'm going to play. At that point I'm in the match and not anywhere else. But of course there's doubt before you walk on the court. Just try to do as much as you can to get to the point where you're not thinking about it.	250_1.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	Is it easy when you're playing a match not to be thinking, Okay, maybe I'm hurting myself really badly, or is it easy to block this out?	250_1.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_2	Yeah, uhm, I think just getting the break at 42, I felt like I started to feel more rhythm for her game. I had a breakpoint that I lost. But after that I felt like I'm starting to understand her game a little bit more. We haven't played in close to a couple years now. She's really improved since that time. So just to get a feel for what she's doing, that always helped. So I felt at that moment to find some rhythm.	250_2.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	I'm wondering if there was a moment maybe early in the first set where obviously there's stress in the back of your mind physically whether or not you can play at your best, but maybe a missed shot from her or a point she played and didn't play the way she wanted that gave you kind of confidence?	250_2.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_3	I don't know (laughter). I was just so focused to do my best to win the games. There were some breaks which, of course, aren't ideal. I like to hold serve as much as possible. So that always feels, like when I'm not holding serve, I'm not at my best. I feel that's what I want to do when I walk on the court, is hold serve. But I guess just being better on the important points.	250_3.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	In between the lines, what were you particularly pleased with with how you were able to execute today?	250_3.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_4	Well, I feel like everyone else on tour: I work hard, I give my best. As long as you continue to work and believe in yourself, you're going to have results. That's exactly what I've done. It's never been the easiest road, but it doesn't mean that it's not a road worth traveling.	250_4.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	This is your biggest title since Dubai back in 2010. What does that mean for you? What do you think it means about this part of your career?	250_4.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_5	Really?	250_5.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	With this result, you'll be top 8 in the Road to Singapore.	250_5.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_6	I haven't been counting points.	250_6.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	Yeah. So Singapore is a possibility. Sounds like you're shocked by that. What would it mean to potentially be able to qualify?	250_6.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_7	Yes. It's easier to count points when you're not playing. I don't know. I'll just keep trying to play, try to be healthy, try to hold serve. I had some off days serving this week. It's hard when you're playing backtobacktobacktoback. You don't get a chance to go to the court and practice and find the rhythm again. So I'm hoping to rest, try to get my leg 100%, then have a chance to also practice. As long as I'm serving big, it makes my life so much easier. So just try to get back on the rhythm for that and feel healthy, and I probably have a good chance. I mean, wow.	250_7.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	That's our job.	250_7.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_8	Of course. It's been such tough draws for me this year. Every major on the same side. Every tournament we played together, except a couple, same side of the draw. You would think the odds would put you on the other side at that point. It's hard when you see sometimes the other side of the draw there's nothing happening. Those are opportunities for other players that they've really capitalized on, been able to improve their game. Feel happy for them to do that. If I keep improving, it gives us a better chance to be on the other side of the draw. But really had a tough year. It was just bad luck.	250_8.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	Watching you play this week, just the level you were able to maintain across the tournament, it kind of made a few of us think, Gosh, if only she were on the other side of the draw at Wimbledon or the US Open. Does that ever cross your mind at all?	250_8.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_9	It's hard when you get used to playing with it, especially in these big tournaments, when the points really matter. A lot of the balls are close. There was one particular shot where the ball was just out, and I didn't get the call. I was serving to stay in the match. That was frustrating because that's when you really need the point. It was mine. That was my point. I earned it. So that one was very frustrating for me. You can't let it undo you. I'm happy I survived that moment.	250_9.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	We noticed last night eagle eye. Maybe you think that is a missjudge. How do you get into the court without eagle eye?	250_9.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
250_10	Really great experience here this year. I had opportunity to see the city, see that it's actually a beautiful city with a lot of people who are very excited about tennis. That will only grow. I had a wonderful experience. I think it may be my favorite city in Asia. Of course, having a great result here helps. It's a good experience. But I've really come to enjoy it here.	250_10.a	2015-10-03	F	250	Garbine Muguruza	Venus Williams	I am one of your fans and also I bring my parents here to Wuhan to watch you play, especially with Radwanska, a very late game, and also a wonderful performance. I want to know will you be here in Wuhan next year and what are your expectations?	250_10.q	24.0	1	The Final	DONGFENG MOTOR WUHAN OPEN	Premier
5624_0	Of course everyone that played a long match in those conditions is going to feel physically and emotionally tired, and that's the way it goes. You just have to find a way to get through it. You know, that's what I did. It was quite tough in the end. She had a set point and she had a chance to level the match out, which is something I probably wouldn't want to do, is go into a third set. I was I was happy I was able to finish it in two.	5624_0.a	2014-01-18	F	5624	Alize Cornet	Maria Sharapova	Can we assume that you were fairly spent after the last match. Was it kind of a little bit tough to get through today?	5624_0.q	3.0	1	3rd Round	AUSTRALIAN OPEN	Grand Slam
5624_1	No, I think it was just a lot more recovery, not so much the preparation for today.	5624_1.a	2014-01-18	F	5624	Alize Cornet	Maria Sharapova	Did you change your normal preparation routine after what happened on Thursday to today, or was it just business as usual in the way you prepared?	5624_1.q	3.0	1	3rd Round	AUSTRALIAN OPEN	Grand Slam
